number,filename,url,status,content_type,content_length,final_url,redirect_chain,server,via,response_bytes,elapsed_ms,classification,valid_m3u8,channel_name,channel_names,playlist_type,is_master,is_media,bandwidths,resolutions,codecs,frame_rates,audio_groups,video_groups,subtitles,target_duration,media_sequence,segment_count,uris,error
31,31.m3u8,https://streaming.televizor-24-tochka.ru/live/31.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/31.m3u8,https://streaming.televizor-24-tochka.ru/live/31.m3u8,nginx,,0,253.85,HTTP_412,False,,,,,,,,,,,,,,,,,
32,32.m3u8,https://streaming.televizor-24-tochka.ru/live/32.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/32.m3u8,https://streaming.televizor-24-tochka.ru/live/32.m3u8,nginx,,0,250.18,HTTP_412,False,,,,,,,,,,,,,,,,,
33,33.m3u8,https://streaming.televizor-24-tochka.ru/live/33.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/33.m3u8,https://streaming.televizor-24-tochka.ru/live/33.m3u8,nginx,,0,1216.17,HTTP_412,False,,,,,,,,,,,,,,,,,
34,34.m3u8,https://streaming.televizor-24-tochka.ru/live/34.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/34.m3u8,https://streaming.televizor-24-tochka.ru/live/34.m3u8,nginx,,0,250.79,HTTP_412,False,,,,,,,,,,,,,,,,,
35,35.m3u8,https://streaming.televizor-24-tochka.ru/live/35.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/35.m3u8,https://streaming.televizor-24-tochka.ru/live/35.m3u8,nginx,,0,251.63,HTTP_412,False,,,,,,,,,,,,,,,,,
36,36.m3u8,https://streaming.televizor-24-tochka.ru/live/36.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/36.m3u8,https://streaming.televizor-24-tochka.ru/live/36.m3u8,nginx,,0,249.47,HTTP_412,False,,,,,,,,,,,,,,,,,
37,37.m3u8,https://streaming.televizor-24-tochka.ru/live/37.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/37.m3u8,https://streaming.televizor-24-tochka.ru/live/37.m3u8,nginx,,0,252.51,HTTP_412,False,,,,,,,,,,,,,,,,,
38,38.m3u8,https://streaming.televizor-24-tochka.ru/live/38.m3u8,200,application/vnd.apple.mpegurl,902,https://streaming.televizor24.cc/live/38.m3u8,https://streaming.televizor-24-tochka.ru/live/38.m3u8,nginx,,902,1269.5,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 2096000,426x240; 1024x576; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,38-req_offset_28000000-req_window_0-3k_v5.m3u8; 38-req_offset_28000000-req_window_0-3k_v5.m3u8; 38-req_offset_28000000-req_window_0-1k_v5.m3u8; 38-req_offset_28000000-req_window_0-1k_v5.m3u8; 38-req_offset_28000000-req_window_0-2k_v5.m3u8; 38-req_offset_28000000-req_window_0-2k_v5.m3u8,
39,39.m3u8,https://streaming.televizor-24-tochka.ru/live/39.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/39.m3u8,https://streaming.televizor-24-tochka.ru/live/39.m3u8,nginx,,0,257.36,HTTP_412,False,,,,,,,,,,,,,,,,,
40,40.m3u8,https://streaming.televizor-24-tochka.ru/live/40.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/40.m3u8,https://streaming.televizor-24-tochka.ru/live/40.m3u8,nginx,,0,250.6,HTTP_412,False,,,,,,,,,,,,,,,,,
41,41.m3u8,https://streaming.televizor-24-tochka.ru/live/41.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/41.m3u8,https://streaming.televizor-24-tochka.ru/live/41.m3u8,nginx,,0,251.13,HTTP_412,False,,,,,,,,,,,,,,,,,
42,42.m3u8,https://streaming.televizor-24-tochka.ru/live/42.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/42.m3u8,https://streaming.televizor-24-tochka.ru/live/42.m3u8,nginx,,0,253.78,HTTP_412,False,,,,,,,,,,,,,,,,,
43,43.m3u8,https://streaming.televizor-24-tochka.ru/live/43.m3u8,200,application/vnd.apple.mpegurl,902,https://streaming.televizor24.cc/live/43.m3u8,https://streaming.televizor-24-tochka.ru/live/43.m3u8,nginx,,902,1272.04,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 2096000,426x240; 1024x576; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,43-req_offset_28000000-req_window_0-3k_v5.m3u8; 43-req_offset_28000000-req_window_0-3k_v5.m3u8; 43-req_offset_28000000-req_window_0-1k_v5.m3u8; 43-req_offset_28000000-req_window_0-1k_v5.m3u8; 43-req_offset_28000000-req_window_0-2k_v5.m3u8; 43-req_offset_28000000-req_window_0-2k_v5.m3u8,
44,44.m3u8,https://streaming.televizor-24-tochka.ru/live/44.m3u8,200,application/vnd.apple.mpegurl,902,https://streaming.televizor24.cc/live/44.m3u8,https://streaming.televizor-24-tochka.ru/live/44.m3u8,nginx,,902,1272.38,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 2096000,426x240; 1024x576; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,44-req_offset_28000000-req_window_0-3k_v5.m3u8; 44-req_offset_28000000-req_window_0-3k_v5.m3u8; 44-req_offset_28000000-req_window_0-1k_v5.m3u8; 44-req_offset_28000000-req_window_0-1k_v5.m3u8; 44-req_offset_28000000-req_window_0-2k_v5.m3u8; 44-req_offset_28000000-req_window_0-2k_v5.m3u8,
45,45.m3u8,https://streaming.televizor-24-tochka.ru/live/45.m3u8,200,application/vnd.apple.mpegurl,902,https://streaming.televizor24.cc/live/45.m3u8,https://streaming.televizor-24-tochka.ru/live/45.m3u8,nginx,,902,1268.67,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 2096000,426x240; 1024x576; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,45-req_offset_28000000-req_window_0-3k_v5.m3u8; 45-req_offset_28000000-req_window_0-3k_v5.m3u8; 45-req_offset_28000000-req_window_0-1k_v5.m3u8; 45-req_offset_28000000-req_window_0-1k_v5.m3u8; 45-req_offset_28000000-req_window_0-2k_v5.m3u8; 45-req_offset_28000000-req_window_0-2k_v5.m3u8,
46,46.m3u8,https://streaming.televizor-24-tochka.ru/live/46.m3u8,200,application/vnd.apple.mpegurl,902,https://streaming.televizor24.cc/live/46.m3u8,https://streaming.televizor-24-tochka.ru/live/46.m3u8,nginx,,902,505.72,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 2096000,426x240; 1024x576; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,46-req_offset_28000000-req_window_0-3k_v5.m3u8; 46-req_offset_28000000-req_window_0-3k_v5.m3u8; 46-req_offset_28000000-req_window_0-1k_v5.m3u8; 46-req_offset_28000000-req_window_0-1k_v5.m3u8; 46-req_offset_28000000-req_window_0-2k_v5.m3u8; 46-req_offset_28000000-req_window_0-2k_v5.m3u8,
47,47.m3u8,https://streaming.televizor-24-tochka.ru/live/47.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/47.m3u8,https://streaming.televizor-24-tochka.ru/live/47.m3u8,nginx,,0,250.2,HTTP_412,False,,,,,,,,,,,,,,,,,
48,48.m3u8,https://streaming.televizor-24-tochka.ru/live/48.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/48.m3u8,https://streaming.televizor-24-tochka.ru/live/48.m3u8,nginx,,0,249.62,HTTP_412,False,,,,,,,,,,,,,,,,,
49,49.m3u8,https://streaming.televizor-24-tochka.ru/live/49.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/49.m3u8,https://streaming.televizor-24-tochka.ru/live/49.m3u8,nginx,,0,254.48,HTTP_412,False,,,,,,,,,,,,,,,,,
50,50.m3u8,https://streaming.televizor-24-tochka.ru/live/50.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/50.m3u8,https://streaming.televizor-24-tochka.ru/live/50.m3u8,nginx,,0,257.08,HTTP_412,False,,,,,,,,,,,,,,,,,
51,51.m3u8,https://streaming.televizor-24-tochka.ru/live/51.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/51.m3u8,https://streaming.televizor-24-tochka.ru/live/51.m3u8,nginx,,0,250.31,HTTP_412,False,,,,,,,,,,,,,,,,,
52,52.m3u8,https://streaming.televizor-24-tochka.ru/live/52.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/52.m3u8,https://streaming.televizor-24-tochka.ru/live/52.m3u8,nginx,,0,250.77,HTTP_412,False,,,,,,,,,,,,,,,,,
53,53.m3u8,https://streaming.televizor-24-tochka.ru/live/53.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/53.m3u8,https://streaming.televizor-24-tochka.ru/live/53.m3u8,nginx,,0,255.42,HTTP_412,False,,,,,,,,,,,,,,,,,
54,54.m3u8,https://streaming.televizor-24-tochka.ru/live/54.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/54.m3u8,https://streaming.televizor-24-tochka.ru/live/54.m3u8,nginx,,0,249.22,HTTP_412,False,,,,,,,,,,,,,,,,,
55,55.m3u8,https://streaming.televizor-24-tochka.ru/live/55.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/55.m3u8,https://streaming.televizor-24-tochka.ru/live/55.m3u8,nginx,,0,250.93,HTTP_412,False,,,,,,,,,,,,,,,,,
56,56.m3u8,https://streaming.televizor-24-tochka.ru/live/56.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/56.m3u8,https://streaming.televizor-24-tochka.ru/live/56.m3u8,nginx,,0,249.96,HTTP_412,False,,,,,,,,,,,,,,,,,
57,57.m3u8,https://streaming.televizor-24-tochka.ru/live/57.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/57.m3u8,https://streaming.televizor-24-tochka.ru/live/57.m3u8,nginx,,0,253.77,HTTP_412,False,,,,,,,,,,,,,,,,,
58,58.m3u8,https://streaming.televizor-24-tochka.ru/live/58.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/58.m3u8,https://streaming.televizor-24-tochka.ru/live/58.m3u8,nginx,,0,252.82,HTTP_412,False,,,,,,,,,,,,,,,,,
59,59.m3u8,https://streaming.televizor-24-tochka.ru/live/59.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/59.m3u8,https://streaming.televizor-24-tochka.ru/live/59.m3u8,nginx,,0,253.72,HTTP_412,False,,,,,,,,,,,,,,,,,
60,60.m3u8,https://streaming.televizor-24-tochka.ru/live/60.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/60.m3u8,https://streaming.televizor-24-tochka.ru/live/60.m3u8,nginx,,0,251.63,HTTP_412,False,,,,,,,,,,,,,,,,,
61,61.m3u8,https://streaming.televizor-24-tochka.ru/live/61.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/61.m3u8,https://streaming.televizor-24-tochka.ru/live/61.m3u8,nginx,,0,253.51,HTTP_412,False,,,,,,,,,,,,,,,,,
62,62.m3u8,https://streaming.televizor-24-tochka.ru/live/62.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/62.m3u8,https://streaming.televizor-24-tochka.ru/live/62.m3u8,nginx,,0,250.24,HTTP_412,False,,,,,,,,,,,,,,,,,
63,63.m3u8,https://streaming.televizor-24-tochka.ru/live/63.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/63.m3u8,https://streaming.televizor-24-tochka.ru/live/63.m3u8,nginx,,0,252.01,HTTP_412,False,,,,,,,,,,,,,,,,,
64,64.m3u8,https://streaming.televizor-24-tochka.ru/live/64.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/64.m3u8,https://streaming.televizor-24-tochka.ru/live/64.m3u8,nginx,,0,251.44,HTTP_412,False,,,,,,,,,,,,,,,,,
65,65.m3u8,https://streaming.televizor-24-tochka.ru/live/65.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/65.m3u8,https://streaming.televizor-24-tochka.ru/live/65.m3u8,nginx,,0,252.21,HTTP_412,False,,,,,,,,,,,,,,,,,
66,66.m3u8,https://streaming.televizor-24-tochka.ru/live/66.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/66.m3u8,https://streaming.televizor-24-tochka.ru/live/66.m3u8,nginx,,0,253.45,HTTP_412,False,,,,,,,,,,,,,,,,,
67,67.m3u8,https://streaming.televizor-24-tochka.ru/live/67.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/67.m3u8,https://streaming.televizor-24-tochka.ru/live/67.m3u8,nginx,,0,253.3,HTTP_412,False,,,,,,,,,,,,,,,,,
68,68.m3u8,https://streaming.televizor-24-tochka.ru/live/68.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/68.m3u8,https://streaming.televizor-24-tochka.ru/live/68.m3u8,nginx,,0,298.43,HTTP_412,False,,,,,,,,,,,,,,,,,
69,69.m3u8,https://streaming.televizor-24-tochka.ru/live/69.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/69.m3u8,https://streaming.televizor-24-tochka.ru/live/69.m3u8,nginx,,0,537.68,HTTP_412,False,,,,,,,,,,,,,,,,,
70,70.m3u8,https://streaming.televizor-24-tochka.ru/live/70.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/70.m3u8,https://streaming.televizor-24-tochka.ru/live/70.m3u8,nginx,,0,252.57,HTTP_412,False,,,,,,,,,,,,,,,,,
71,71.m3u8,https://streaming.televizor-24-tochka.ru/live/71.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/71.m3u8,https://streaming.televizor-24-tochka.ru/live/71.m3u8,nginx,,0,251.69,HTTP_412,False,,,,,,,,,,,,,,,,,
72,72.m3u8,https://streaming.televizor-24-tochka.ru/live/72.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/72.m3u8,https://streaming.televizor-24-tochka.ru/live/72.m3u8,nginx,,0,258.58,HTTP_412,False,,,,,,,,,,,,,,,,,
73,73.m3u8,https://streaming.televizor-24-tochka.ru/live/73.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/73.m3u8,https://streaming.televizor-24-tochka.ru/live/73.m3u8,nginx,,0,250.67,HTTP_412,False,,,,,,,,,,,,,,,,,
74,74.m3u8,https://streaming.televizor-24-tochka.ru/live/74.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/74.m3u8,https://streaming.televizor-24-tochka.ru/live/74.m3u8,nginx,,0,247.97,HTTP_412,False,,,,,,,,,,,,,,,,,
75,75.m3u8,https://streaming.televizor-24-tochka.ru/live/75.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/75.m3u8,https://streaming.televizor-24-tochka.ru/live/75.m3u8,nginx,,0,251.38,HTTP_412,False,,,,,,,,,,,,,,,,,
76,76.m3u8,https://streaming.televizor-24-tochka.ru/live/76.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/76.m3u8,https://streaming.televizor-24-tochka.ru/live/76.m3u8,nginx,,0,255.54,HTTP_412,False,,,,,,,,,,,,,,,,,
77,77.m3u8,https://streaming.televizor-24-tochka.ru/live/77.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/77.m3u8,https://streaming.televizor-24-tochka.ru/live/77.m3u8,nginx,,0,248.38,HTTP_412,False,,,,,,,,,,,,,,,,,
78,78.m3u8,https://streaming.televizor-24-tochka.ru/live/78.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/78.m3u8,https://streaming.televizor-24-tochka.ru/live/78.m3u8,nginx,,0,248.72,HTTP_412,False,,,,,,,,,,,,,,,,,
79,79.m3u8,https://streaming.televizor-24-tochka.ru/live/79.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/79.m3u8,https://streaming.televizor-24-tochka.ru/live/79.m3u8,nginx,,0,251.49,HTTP_412,False,,,,,,,,,,,,,,,,,
80,80.m3u8,https://streaming.televizor-24-tochka.ru/live/80.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/80.m3u8,https://streaming.televizor-24-tochka.ru/live/80.m3u8,nginx,,0,249.49,HTTP_412,False,,,,,,,,,,,,,,,,,
81,81.m3u8,https://streaming.televizor-24-tochka.ru/live/81.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/81.m3u8,https://streaming.televizor-24-tochka.ru/live/81.m3u8,nginx,,0,253.79,HTTP_412,False,,,,,,,,,,,,,,,,,
82,82.m3u8,https://streaming.televizor-24-tochka.ru/live/82.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/82.m3u8,https://streaming.televizor-24-tochka.ru/live/82.m3u8,nginx,,0,248.57,HTTP_412,False,,,,,,,,,,,,,,,,,
83,83.m3u8,https://streaming.televizor-24-tochka.ru/live/83.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/83.m3u8,https://streaming.televizor-24-tochka.ru/live/83.m3u8,nginx,,0,249.17,HTTP_412,False,,,,,,,,,,,,,,,,,
84,84.m3u8,https://streaming.televizor-24-tochka.ru/live/84.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/84.m3u8,https://streaming.televizor-24-tochka.ru/live/84.m3u8,nginx,,0,250.73,HTTP_412,False,,,,,,,,,,,,,,,,,
85,85.m3u8,https://streaming.televizor-24-tochka.ru/live/85.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/85.m3u8,https://streaming.televizor-24-tochka.ru/live/85.m3u8,nginx,,0,251.47,HTTP_412,False,,,,,,,,,,,,,,,,,
86,86.m3u8,https://streaming.televizor-24-tochka.ru/live/86.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/86.m3u8,https://streaming.televizor-24-tochka.ru/live/86.m3u8,nginx,,0,248.59,HTTP_412,False,,,,,,,,,,,,,,,,,
87,87.m3u8,https://streaming.televizor-24-tochka.ru/live/87.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/87.m3u8,https://streaming.televizor-24-tochka.ru/live/87.m3u8,nginx,,0,250.0,HTTP_412,False,,,,,,,,,,,,,,,,,
88,88.m3u8,https://streaming.televizor-24-tochka.ru/live/88.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/88.m3u8,https://streaming.televizor-24-tochka.ru/live/88.m3u8,nginx,,0,251.83,HTTP_412,False,,,,,,,,,,,,,,,,,
89,89.m3u8,https://streaming.televizor-24-tochka.ru/live/89.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/89.m3u8,https://streaming.televizor-24-tochka.ru/live/89.m3u8,nginx,,0,249.53,HTTP_412,False,,,,,,,,,,,,,,,,,
90,90.m3u8,https://streaming.televizor-24-tochka.ru/live/90.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/90.m3u8,https://streaming.televizor-24-tochka.ru/live/90.m3u8,nginx,,0,258.14,HTTP_412,False,,,,,,,,,,,,,,,,,
91,91.m3u8,https://streaming.televizor-24-tochka.ru/live/91.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/91.m3u8,https://streaming.televizor-24-tochka.ru/live/91.m3u8,nginx,,0,256.71,HTTP_412,False,,,,,,,,,,,,,,,,,
92,92.m3u8,https://streaming.televizor-24-tochka.ru/live/92.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/92.m3u8,https://streaming.televizor-24-tochka.ru/live/92.m3u8,nginx,,0,248.89,HTTP_412,False,,,,,,,,,,,,,,,,,
93,93.m3u8,https://streaming.televizor-24-tochka.ru/live/93.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/93.m3u8,https://streaming.televizor-24-tochka.ru/live/93.m3u8,nginx,,0,249.55,HTTP_412,False,,,,,,,,,,,,,,,,,
94,94.m3u8,https://streaming.televizor-24-tochka.ru/live/94.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/94.m3u8,https://streaming.televizor-24-tochka.ru/live/94.m3u8,nginx,,0,250.2,HTTP_412,False,,,,,,,,,,,,,,,,,
95,95.m3u8,https://streaming.televizor-24-tochka.ru/live/95.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/95.m3u8,https://streaming.televizor-24-tochka.ru/live/95.m3u8,nginx,,0,252.49,HTTP_412,False,,,,,,,,,,,,,,,,,
96,96.m3u8,https://streaming.televizor-24-tochka.ru/live/96.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/96.m3u8,https://streaming.televizor-24-tochka.ru/live/96.m3u8,nginx,,0,251.4,HTTP_412,False,,,,,,,,,,,,,,,,,
97,97.m3u8,https://streaming.televizor-24-tochka.ru/live/97.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/97.m3u8,https://streaming.televizor-24-tochka.ru/live/97.m3u8,nginx,,0,252.12,HTTP_412,False,,,,,,,,,,,,,,,,,
98,98.m3u8,https://streaming.televizor-24-tochka.ru/live/98.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/98.m3u8,https://streaming.televizor-24-tochka.ru/live/98.m3u8,nginx,,0,254.34,HTTP_412,False,,,,,,,,,,,,,,,,,
99,99.m3u8,https://streaming.televizor-24-tochka.ru/live/99.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/99.m3u8,https://streaming.televizor-24-tochka.ru/live/99.m3u8,nginx,,0,250.38,HTTP_412,False,,,,,,,,,,,,,,,,,
100,100.m3u8,https://streaming.televizor-24-tochka.ru/live/100.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/100.m3u8,https://streaming.televizor-24-tochka.ru/live/100.m3u8,nginx,,0,255.0,HTTP_412,False,,,,,,,,,,,,,,,,,
101,101.m3u8,https://streaming.televizor-24-tochka.ru/live/101.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/101.m3u8,https://streaming.televizor-24-tochka.ru/live/101.m3u8,nginx,,0,250.86,HTTP_412,False,,,,,,,,,,,,,,,,,
102,102.m3u8,https://streaming.televizor-24-tochka.ru/live/102.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/102.m3u8,https://streaming.televizor-24-tochka.ru/live/102.m3u8,nginx,,0,250.18,HTTP_412,False,,,,,,,,,,,,,,,,,
103,103.m3u8,https://streaming.televizor-24-tochka.ru/live/103.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/103.m3u8,https://streaming.televizor-24-tochka.ru/live/103.m3u8,nginx,,0,251.24,HTTP_412,False,,,,,,,,,,,,,,,,,
104,104.m3u8,https://streaming.televizor-24-tochka.ru/live/104.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/104.m3u8,https://streaming.televizor-24-tochka.ru/live/104.m3u8,nginx,,0,251.08,HTTP_412,False,,,,,,,,,,,,,,,,,
105,105.m3u8,https://streaming.televizor-24-tochka.ru/live/105.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/105.m3u8,https://streaming.televizor-24-tochka.ru/live/105.m3u8,nginx,,0,250.42,HTTP_412,False,,,,,,,,,,,,,,,,,
106,106.m3u8,https://streaming.televizor-24-tochka.ru/live/106.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/106.m3u8,https://streaming.televizor-24-tochka.ru/live/106.m3u8,nginx,,0,250.08,HTTP_412,False,,,,,,,,,,,,,,,,,
107,107.m3u8,https://streaming.televizor-24-tochka.ru/live/107.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/107.m3u8,https://streaming.televizor-24-tochka.ru/live/107.m3u8,nginx,,0,254.92,HTTP_412,False,,,,,,,,,,,,,,,,,
108,108.m3u8,https://streaming.televizor-24-tochka.ru/live/108.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/108.m3u8,https://streaming.televizor-24-tochka.ru/live/108.m3u8,nginx,,0,249.23,HTTP_412,False,,,,,,,,,,,,,,,,,
109,109.m3u8,https://streaming.televizor-24-tochka.ru/live/109.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/109.m3u8,https://streaming.televizor-24-tochka.ru/live/109.m3u8,nginx,,0,252.38,HTTP_412,False,,,,,,,,,,,,,,,,,
110,110.m3u8,https://streaming.televizor-24-tochka.ru/live/110.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/110.m3u8,https://streaming.televizor-24-tochka.ru/live/110.m3u8,nginx,,0,252.14,HTTP_412,False,,,,,,,,,,,,,,,,,
111,111.m3u8,https://streaming.televizor-24-tochka.ru/live/111.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/111.m3u8,https://streaming.televizor-24-tochka.ru/live/111.m3u8,nginx,,0,253.38,HTTP_412,False,,,,,,,,,,,,,,,,,
112,112.m3u8,https://streaming.televizor-24-tochka.ru/live/112.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/112.m3u8,https://streaming.televizor-24-tochka.ru/live/112.m3u8,nginx,,0,253.09,HTTP_412,False,,,,,,,,,,,,,,,,,
113,113.m3u8,https://streaming.televizor-24-tochka.ru/live/113.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/113.m3u8,https://streaming.televizor-24-tochka.ru/live/113.m3u8,nginx,,0,251.76,HTTP_412,False,,,,,,,,,,,,,,,,,
114,114.m3u8,https://streaming.televizor-24-tochka.ru/live/114.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/114.m3u8,https://streaming.televizor-24-tochka.ru/live/114.m3u8,nginx,,0,250.79,HTTP_412,False,,,,,,,,,,,,,,,,,
115,115.m3u8,https://streaming.televizor-24-tochka.ru/live/115.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/115.m3u8,https://streaming.televizor-24-tochka.ru/live/115.m3u8,nginx,,0,251.96,HTTP_412,False,,,,,,,,,,,,,,,,,
116,116.m3u8,https://streaming.televizor-24-tochka.ru/live/116.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/116.m3u8,https://streaming.televizor-24-tochka.ru/live/116.m3u8,nginx,,0,251.31,HTTP_412,False,,,,,,,,,,,,,,,,,
117,117.m3u8,https://streaming.televizor-24-tochka.ru/live/117.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/117.m3u8,https://streaming.televizor-24-tochka.ru/live/117.m3u8,nginx,,0,254.6,HTTP_412,False,,,,,,,,,,,,,,,,,
118,118.m3u8,https://streaming.televizor-24-tochka.ru/live/118.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/118.m3u8,https://streaming.televizor-24-tochka.ru/live/118.m3u8,nginx,,0,347.49,HTTP_412,False,,,,,,,,,,,,,,,,,
119,119.m3u8,https://streaming.televizor-24-tochka.ru/live/119.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/119.m3u8,https://streaming.televizor-24-tochka.ru/live/119.m3u8,nginx,,0,247.22,HTTP_412,False,,,,,,,,,,,,,,,,,
120,120.m3u8,https://streaming.televizor-24-tochka.ru/live/120.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/120.m3u8,https://streaming.televizor-24-tochka.ru/live/120.m3u8,nginx,,0,252.0,HTTP_412,False,,,,,,,,,,,,,,,,,
121,121.m3u8,https://streaming.televizor-24-tochka.ru/live/121.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/121.m3u8,https://streaming.televizor-24-tochka.ru/live/121.m3u8,nginx,,0,251.56,HTTP_412,False,,,,,,,,,,,,,,,,,
122,122.m3u8,https://streaming.televizor-24-tochka.ru/live/122.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/122.m3u8,https://streaming.televizor-24-tochka.ru/live/122.m3u8,nginx,,0,250.43,HTTP_412,False,,,,,,,,,,,,,,,,,
123,123.m3u8,https://streaming.televizor-24-tochka.ru/live/123.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/123.m3u8,https://streaming.televizor-24-tochka.ru/live/123.m3u8,nginx,,0,248.91,HTTP_412,False,,,,,,,,,,,,,,,,,
